X1	X2	X3	X4	X5	X6
2.292119	0.347759	-1.073281	2.413785	-0.231718	-0.747062
3.212291	1.826135	-0.204528	3.144148	-0.138340	0.190809
1.838513	1.712977	0.546679	3.600198	1.528941	-1.816193
2.576384	1.504686	-0.798862	3.667435	2.744322	-1.753467
2.179602	1.063960	-0.436050	3.453059	2.035205	-0.315313
1.407766	-1.758001	0.461514	5.863170	2.439686	0.305768
0.068073	0.249505	2.110630	2.882367	3.243665	3.667777
-2.430178	-1.444224	2.321499	-0.302250	3.721742	2.153114
-1.681589	-1.730187	1.896821	-2.152981	-0.121686	2.641578
-4.222361	-0.980085	0.092294	-3.815826	0.795982	4.869470
-3.591596	-4.256917	1.143320	-1.550086	-1.860456	3.987691
-1.245195	-1.227583	-1.926403	-3.826360	-3.580800	3.563739
-0.563660	-2.024484	-1.020273	-2.528148	-3.743752	1.803815
0.736007	-1.522119	0.398209	-2.702551	-3.555712	-2.029080
4.301005	-0.396988	-2.173756	-0.227068	-4.717380	-2.671347
3.158132	2.150509	-0.870469	-0.910100	-2.119658	-0.928885
4.682387	0.207571	0.631770	1.288554	-2.283646	-2.613294
4.239768	0.233100	1.118362	0.726995	-0.467245	-2.615275
2.809374	-1.773906	-0.152293	-3.024479	-1.152455	-1.047026
0.796604	0.235454	0.050205	-2.575466	-0.019376	-0.495848
1.564556	-2.541919	-2.616943	-1.987866	-2.374810	-1.657240
-0.295571	-2.160726	-1.254339	-2.681580	-2.323956	-2.022702
-0.900880	-3.094366	-0.685281	-2.895705	-3.032815	-2.696633
-1.918970	-4.320340	-1.479669	-2.538443	-2.217688	-2.304535
-3.539643	-4.329347	-1.580302	-2.882793	-3.081274	-3.421705
-2.071902	-1.041087	-3.227082	-1.817953	-4.185574	-1.378544
-2.088946	1.152139	-3.178406	-2.362125	-0.954988	1.855849
-0.750377	4.010533	-2.159676	-0.646006	-0.228616	4.764173
-1.610197	1.151095	0.192410	-0.293597	1.107841	4.375430
-2.153207	2.369424	-0.666049	-0.576296	0.765984	4.473720
-2.405807	2.415720	-2.357451	0.910396	0.777812	2.149144
-0.389400	4.396885	0.121303	1.863381	1.743026	2.583200
0.721914	-0.813182	-0.230186	-1.603641	0.756625	0.877792
-3.135466	-4.476982	-0.754118	-2.424768	0.245009	-2.985883
-0.757442	-5.611212	-2.866092	-2.338101	-3.032420	-3.408622
-0.284614	-8.052774	-2.486008	-0.031138	-3.027664	-0.485525
-1.417484	-4.451367	-2.653066	-3.888178	-3.984823	-1.012492
-1.310253	-5.458891	-3.838764	-3.353520	-3.767595	-2.275622
-1.222321	-1.343846	-2.451003	-3.472764	-1.895180	-0.793714
0.229909	-0.851432	-0.620383	-2.481408	-2.995979	0.783731
-0.565662	0.829153	-2.113701	-2.076251	-1.314092	-1.014385
-1.203836	1.226407	-0.809159	-1.417393	-1.346917	-1.085361
-3.104114	-0.151369	-0.076055	-2.800132	-2.496254	-1.953598
1.285404	1.199626	-1.231489	1.155933	1.334297	-0.858794
-1.955584	4.389091	-2.063161	0.065003	2.104837	-1.187549
-0.720278	3.510027	-0.723470	-0.631221	3.348965	-0.792261
-0.572180	4.225434	0.376385	-0.595537	3.697383	0.786969
-1.832090	0.426812	-0.967095	-1.336245	-0.006709	-1.069957
-0.045109	0.046461	-1.510212	0.150257	3.798889	1.192361
-1.743737	0.646982	-3.061862	-2.909229	3.001379	-1.497076
2.880123	0.696875	-1.155047	-1.140603	1.916261	1.696433
4.171073	0.949939	-0.741466	-0.699363	-0.276664	0.683389
3.813110	1.347276	0.877483	-2.107108	-1.809997	0.196092
2.878935	3.090784	0.901899	1.539063	-2.080635	-0.603556
0.327746	3.073666	2.123583	-0.037247	-1.295379	-0.141655
1.469042	2.704620	2.155336	0.577362	-1.650727	0.710496
-3.409976	3.739246	2.551559	-2.121708	-1.074878	0.811798
-3.472409	2.983746	0.527452	-3.322155	-1.907333	2.103052
-1.815359	0.707919	0.086115	-0.576679	-3.542589	1.966958
-2.943926	-0.943635	0.219950	-3.496477	-2.769047	0.290319
-0.957010	-2.895315	-2.586244	-2.534349	-4.675705	-1.392066
0.433388	-4.277622	-3.909465	-1.846992	-4.654661	-2.069295
0.512668	-4.560355	-1.351512	-2.335605	-2.893016	-1.556867
0.011229	-1.756914	-1.075487	-1.662187	-3.663569	-0.018282
-0.445330	-1.483600	1.129114	0.024065	0.022583	0.052862
-1.322809	-2.041411	-1.270211	1.412651	-1.352261	-2.496134
0.151092	0.993452	0.046840	-1.258526	-2.791199	-3.852369
-0.684129	-1.753911	0.476367	-2.547765	-2.915330	-1.559943
0.019630	-0.458199	-3.191829	-2.170065	-2.727453	-0.072654
4.722766	-0.354313	0.817653	-2.356623	-1.231467	-2.704700
3.275181	2.298247	0.982512	2.409762	-0.497071	-1.351682
3.388572	0.889282	3.483651	0.087091	-1.867663	-0.955898
1.126541	-0.899808	3.443768	2.229067	-0.974543	-0.025346
-1.068714	-1.837624	3.449366	0.032090	-0.059809	-1.120226
-0.521492	-1.600266	2.283944	1.053764	0.277540	-1.933937
-1.395194	-3.246532	0.789904	-0.271611	-1.735595	-2.296176
-4.158021	-2.880224	1.884745	-2.465134	-3.335313	-0.085845
-1.045372	-3.491841	-1.574832	-5.042501	-2.486312	-0.869840
-2.093848	-3.472284	-2.187425	-3.630812	-3.673891	0.997239
-0.112950	-3.459852	-0.702435	-2.505264	-2.189949	-1.318607
-2.431376	-2.804046	-2.318761	-2.535257	-4.112185	-1.903477
-0.066229	-2.018065	-3.843202	-2.458488	-3.621897	-2.279068
-1.607307	-1.191909	-1.803658	-1.274755	-2.266683	-2.509682
-2.055811	2.107521	0.408473	-1.330957	-2.275344	0.463485
-0.095741	3.103125	4.979289	2.586507	-1.302177	0.410333
-0.756098	3.412003	3.113393	1.930540	1.696919	2.505564
-1.800781	3.647555	4.255584	1.346043	0.373246	-1.443622
-1.557991	3.366582	0.289063	0.023619	-0.622596	-2.394523
-0.247327	4.083582	1.595531	1.169767	-0.894405	-1.568338
-0.849191	4.758656	0.875489	0.065192	-1.046080	-1.782066
-1.519982	4.211103	0.936436	2.325893	1.539182	-1.027906
-3.132099	2.689724	2.668873	2.962273	5.471180	2.237945
-0.643644	4.155018	1.479101	4.390033	5.024317	1.810086
-2.837216	1.879085	2.185520	5.644476	5.831294	2.943920
-3.183516	-0.730676	0.827031	1.860602	5.894112	-1.227053
-1.136742	-3.449363	0.639135	0.049213	3.533473	1.843368
-1.925196	-3.723179	1.060131	-3.216288	-0.192122	-0.600314
-0.186078	-1.990522	-1.545980	-3.626701	0.025228	1.363500
-1.001787	-1.904893	-2.487097	-4.205524	-1.312274	2.500513
0.654077	0.851107	-2.758019	-4.441155	-1.154028	-0.830074
4.353114	0.511578	0.921853	-1.200292	-1.410633	-0.960461
3.873323	1.648821	0.981120	-3.023435	1.135613	-0.210845
2.562305	3.945834	-0.541418	-0.730581	1.440412	-1.811927
5.123259	2.966817	-0.701859	-0.066629	0.752365	-1.919804
4.707187	2.294471	-0.751104	2.414023	1.304774	-2.044975
1.508787	-0.222305	-1.851553	3.707375	-0.081062	-1.967639
2.366261	0.543488	-0.275604	2.686030	1.182961	-0.115096
-2.713693	-2.054350	0.076543	5.393289	0.419244	0.387258
-2.440073	-0.178620	1.293488	5.165453	2.041687	-1.365479
-2.973480	-1.107421	2.426231	3.831725	2.936593	-1.159204
-1.845814	0.689846	0.515772	4.163704	1.207562	-0.749916
-2.440574	-1.817819	2.032513	4.646693	0.884497	0.813886
-2.067860	-0.062917	0.418354	1.648593	-1.404902	-1.188497
0.877727	-2.355348	-1.657706	-2.423095	-0.270434	-0.568763
-0.176311	-3.241314	0.729434	-0.962069	0.729104	-0.372412
-0.419776	-1.744813	0.584175	-2.168428	-2.845288	0.779458
-1.792366	-1.891446	0.850617	-0.305471	0.677892	1.968547
-1.799182	-1.515315	1.079860	2.151703	-1.119655	2.503757
-1.260723	-0.475319	-0.904596	1.547096	-1.436527	1.658990
-3.429289	-0.988258	-0.833350	1.991308	-1.273924	0.510945
-2.750780	2.147366	-1.366002	0.355041	-0.032843	-1.398276
-1.664396	3.423053	-0.999952	-0.676603	-1.550384	-1.525571
1.223163	4.754703	0.335301	-3.381025	-1.157145	-1.338040
2.005498	5.870215	-0.607943	-1.409522	0.717275	0.932318
2.938809	6.110589	0.293816	1.020906	3.461377	-0.428495
1.572696	4.582625	2.005779	-0.940240	4.831263	-0.696979
1.202960	4.747021	0.244145	1.123641	4.129433	-0.053633
-0.157700	2.921278	0.722215	2.359651	3.540490	0.792845
-2.481383	2.978994	1.334089	1.834590	3.297234	-0.529545
-1.936789	1.623670	1.003367	4.782958	3.131766	0.929298
-0.605818	-1.118196	1.048950	4.056058	0.113989	-3.036825
-0.995869	-4.110403	-2.966163	1.387089	0.873502	-2.570812
0.624758	-2.157653	-1.994670	0.215353	-1.011693	-0.040363
2.621063	-0.184445	0.301028	-1.737350	-2.464994	-2.314778
6.449546	1.976120	-1.847669	-0.093120	-2.216301	-0.579454
5.866409	2.197540	0.271339	2.501746	-0.597512	-0.579292
5.217850	4.460917	0.561153	3.449347	1.494673	1.613510
4.935670	2.328549	0.143873	0.156884	1.289457	0.304852
5.295070	1.235535	1.546599	0.279857	-2.241461	-0.059265
3.946249	0.825875	0.919632	0.738768	-1.456578	0.704560
3.826009	-0.648931	2.207070	1.433616	-0.390094	-0.341572
2.426549	-0.204183	2.922116	1.852903	1.555891	-1.126960
0.982470	0.771617	2.286467	3.032728	1.660081	1.998595
-0.643127	0.526269	1.235326	4.711692	5.170274	2.764395
-1.510544	-0.041028	2.933191	4.771896	4.339873	3.579041
-2.051579	0.597127	5.312464	3.316840	2.629179	2.753434
-3.324032	-0.520168	2.690544	2.263124	2.532591	2.983773
-2.996503	-0.482613	2.381231	-2.169452	0.407713	3.145659
-0.659991	-3.156208	0.693025	-3.887287	0.494143	1.133094
-0.812396	-2.645253	-2.312473	-4.875981	-1.395416	0.289778
0.574782	-5.131951	-4.315863	-3.978033	-2.460964	-1.435590
0.130244	-2.699400	-0.100846	-1.947644	-1.250400	-1.787707
-3.490611	-2.675601	-1.384621	-1.442214	-2.798723	-1.198674
-1.032781	-2.848255	-2.908088	-1.748342	0.003268	-2.390590
0.104133	-2.974062	-2.793646	-1.641528	-3.885427	-2.441855
0.908232	-0.633323	-1.564797	0.933127	-2.204605	-3.319868
-0.754183	-0.837038	0.525961	4.392024	-0.493767	-1.389229
-1.842813	0.349592	2.085727	4.433162	-0.301412	0.024763
-1.376458	-0.562932	1.734601	3.429643	2.250561	2.550108
-1.894516	-0.916312	0.978084	4.956564	1.983854	3.003906
-2.209887	-2.466247	-0.574725	4.188127	0.037266	3.299058
-1.062472	-1.857339	1.163075	1.030732	-0.538902	4.898365
-1.094670	-2.037987	0.538784	0.717477	-0.122248	4.993525
0.782220	-1.817492	1.472602	1.749563	-0.752473	3.770941
0.445698	2.842546	2.641629	2.298889	-0.859174	3.779611
2.355364	2.676927	1.695965	4.916556	1.325747	4.036837
5.121318	2.481450	0.556709	3.027563	0.800293	4.000818
3.843461	0.002314	-1.681637	3.256809	2.210263	4.293454
3.864393	0.453720	0.062527	2.194294	0.362159	3.602347
0.143015	-2.221133	-1.805601	-1.132982	-1.474719	4.603096
-2.527674	-2.372745	-0.689819	-2.561220	-3.254671	2.998200
-0.362772	-1.677816	-1.378228	-1.662421	-1.941995	3.123061
-1.044080	-1.898546	-2.001027	-3.401483	-3.587991	2.947479
1.513802	-1.715337	-1.218716	-2.570810	-3.269760	3.349953
-0.093124	-0.249387	-2.382496	-4.199500	-1.425099	4.173783
1.470441	0.262102	-1.927066	-3.198354	-0.088808	2.782170
0.363498	2.759831	-5.115526	-0.388574	2.151312	0.052514
-0.620354	1.666000	-0.637076	0.211841	3.358163	0.511214
-0.526213	0.228008	-1.709716	2.272089	4.502645	0.191670
-1.944079	4.045854	-1.588646	3.371271	5.424659	2.215984
-0.310553	1.490340	0.873834	4.195084	3.611104	1.183954
-1.379133	0.595965	3.928324	1.723629	5.735483	2.835680
-3.296420	-0.134271	3.091725	1.645004	2.920994	0.037062
-3.531214	-1.118269	3.127036	1.024810	5.262638	0.114101
-0.249513	-0.483028	0.713058	1.759644	1.018716	-0.331804
-1.779618	0.299152	-1.062210	-0.870393	-0.344472	-1.931053
-0.244028	-1.958230	-1.765466	-0.446204	1.086875	-2.845147
0.186857	-1.064573	-2.577713	-3.164187	0.753156	-0.236584
-0.862064	-1.308477	-0.941648	-2.557546	2.767473	-0.437067
-3.310889	0.690857	-2.207572	-1.622779	3.673726	-1.020494
-1.875318	-0.244070	-2.857985	-2.845490	0.457914	-0.671766
-4.268551	-1.944258	-1.601587	0.259423	0.869039	-0.773383
-2.607488	-3.121408	0.983822	0.813757	-0.070500	-1.366346
-1.083429	-1.683618	1.091243	0.754711	-0.202202	-1.854154
-1.747573	1.183510	2.055275	1.845285	-2.577367	-1.384809
1.621680	-0.946322	3.635919	1.257477	-1.446695	2.336790
2.365631	-1.510515	2.228774	1.554687	-1.976185	3.448243
0.119778	-1.000269	2.435942	-3.014587	-2.579738	2.505048
-2.276777	-0.698483	-0.361779	-0.946645	-0.968652	1.668706
-1.762734	-3.376757	0.221012	-0.911190	-0.895728	3.254217
-0.463393	-2.017191	-1.732985	1.862778	-3.668866	2.678879
2.016646	1.952915	-3.036169	3.146258	-1.218365	-0.571506
1.815184	3.020962	-1.279341	4.290548	0.136775	-0.822541
4.964620	0.540150	-1.717401	4.315248	2.858953	1.177075
2.435355	3.883479	-0.870148	3.969856	2.323271	-0.734158
2.057789	1.064949	-1.217182	1.905471	0.979128	0.857759
2.324422	-0.969239	-1.644603	-2.149408	0.331124	-0.300475
0.885155	-1.529785	-0.915812	-4.518383	-2.013841	0.345441
-1.229213	-4.619089	-2.135108	-5.398355	-3.344166	-2.773595
1.715018	-4.238850	-1.507290	-3.473424	-2.514852	-2.595583
-0.040850	-0.128668	-2.410459	-3.054693	-5.183698	-3.088522
-0.668019	-3.730643	-3.793214	-2.552663	-5.345505	-1.551515
-0.325088	-3.621973	-3.758556	-2.020334	-4.482372	-4.190460
-0.309857	-3.460459	-1.430085	-1.926509	-2.906899	-2.541959
-0.982625	-3.358601	-3.584099	-2.052188	-4.736186	-2.865312
-1.854293	-4.178097	-1.447000	-3.543373	-1.443934	-2.747520
-1.999461	-1.555948	-2.446787	-1.333665	-0.755542	-2.181483
-0.453228	0.928948	0.282341	-2.165965	-0.069610	-0.546202
3.557705	-2.334210	0.192282	1.231025	2.283561	-1.079676
1.416939	-1.551521	3.690438	1.952503	2.251771	-0.929007
-1.740726	-1.025184	3.016009	2.447069	1.116722	-0.498096
-0.759591	-3.180199	2.274894	4.573122	-0.765289	-1.143542
-1.435454	-2.271866	1.159394	2.820859	1.264140	-2.713546
-1.022817	-3.334483	-1.257191	1.954979	-0.863292	-2.807009
-2.137679	-4.183350	-1.271061	-2.880818	-1.372984	-2.163331
-0.928141	-3.041167	-1.693017	-2.500235	-1.327738	-1.791513
-2.465101	-3.379534	-1.770157	-3.528172	-1.413553	-3.421355
-1.323361	-3.800849	-1.945982	-4.089332	-3.243729	-2.657559
-1.850020	-1.912311	-2.643491	-3.429914	-3.426767	-2.370523
-3.187278	-3.324122	-3.825285	-3.856022	-6.044866	-1.323750
-1.379735	-3.283479	-3.104163	-1.090856	-5.873228	-1.496439
-3.440192	-3.933982	-3.159226	-1.606717	-3.423951	-0.300492
-1.036748	-2.945830	-2.807873	-1.846207	-2.130136	-0.852807
-1.047604	0.215976	-3.624204	-2.876228	1.723116	-1.064588
-2.529260	-0.960362	-1.302720	0.353120	3.119705	0.924168
-0.660115	3.923856	1.568081	-0.184665	3.489731	-0.012543
0.089830	5.485732	2.827498	1.001515	2.925894	0.141081
2.555775	4.459465	6.459731	2.765760	3.768493	1.092839
4.901820	3.612856	4.213080	3.268067	3.628529	2.539330
3.836665	4.318006	3.413545	3.755536	5.072700	0.054753
2.495209	5.288916	4.652827	2.374965	2.763007	1.068308
2.436853	0.693986	1.375824	0.458953	3.093749	-0.646505
0.585095	-0.496183	0.651939	-0.182302	1.598826	0.333012
-0.649963	-1.387291	1.870770	-2.953501	1.014537	0.532360
-2.543522	-0.606937	1.797917	-0.907545	-0.579318	-1.067463
-4.556383	2.770180	0.776680	2.614464	-1.098539	-1.485456
0.587654	3.123161	4.371160	2.518225	-0.272926	-2.966821
2.610290	5.196406	6.300857	1.270437	-1.396081	-1.951257
4.710823	2.723815	3.530570	-0.235602	2.802097	0.057034
5.779853	1.074190	2.639700	2.231608	1.593006	0.760453
3.137281	4.539331	4.048746	1.179064	1.662448	1.998297
3.988506	2.009938	2.832008	1.099665	2.009120	2.528368
1.615827	1.860213	4.372887	1.640411	2.547223	0.818165
-0.238856	1.290656	4.628382	2.897699	4.193656	1.342486
-1.830943	3.536067	3.734194	3.506429	5.803118	0.127832
-1.935334	4.790247	3.507921	0.515299	4.751409	0.353602
-2.279731	1.821498	1.556265	0.229808	2.357229	0.274395
-2.156332	1.790618	2.387725	-1.286045	3.365577	1.765811
-2.550040	-3.215390	0.473001	-3.933262	-0.714148	-0.169550
-0.900753	-2.654827	-2.925907	-2.839644	-0.219046	-1.065490
1.560527	-3.039392	-2.662199	-2.812492	-1.732719	-0.724108
3.538199	1.259815	0.472325	-1.729507	-3.763765	-0.294705
1.856764	0.962896	1.359464	-3.030190	1.497713	-3.141282
4.837621	4.401451	1.054418	2.859057	1.688315	-3.862739
4.118470	4.380480	-0.316012	0.761032	1.994740	0.327724
4.262909	1.955084	-1.584327	1.052336	1.553089	1.928105
4.411639	1.936063	-2.062027	1.593066	1.799159	0.225005
3.684559	2.458018	1.182687	-0.761278	0.286051	1.386023
5.025368	1.802949	-1.861084	0.164402	-0.458537	1.559858
3.717165	1.319557	-0.491140	-1.798095	-1.362705	1.940810
1.747151	-2.237457	-3.554983	-3.621870	-1.253254	0.085879
2.131124	-3.483694	-1.205811	-1.750124	-2.291085	-0.262637
-0.930715	-1.743353	-0.981226	-2.924858	-0.613898	-1.704836
-1.923669	-0.409634	0.054873	-1.626374	0.026006	-0.593321
-1.029437	1.523365	-1.428315	1.723228	0.398325	-1.006391
0.408280	3.919242	-1.562091	-1.158153	0.775759	0.287653
1.268681	1.967899	2.167546	-1.129620	1.943207	0.232310
0.893465	2.898737	0.275096	1.327828	3.020568	2.221881
3.138933	-0.100346	2.397957	0.285489	4.365641	1.399764
-1.107518	-1.874948	2.836330	0.270862	1.113325	1.881060
-2.393487	-2.104469	3.786014	-0.368254	0.085520	0.477867
-2.625776	-3.154909	2.329810	2.484741	-0.090776	0.564386
-3.506385	-0.250168	0.618415	-1.009156	0.968336	0.063315
-3.065815	-1.560645	2.145131	0.144755	3.249756	0.902155
-1.803167	1.938259	-2.031443	2.209373	3.011582	-0.237995
-3.913741	2.830246	-0.443008	1.889998	3.952513	0.631064
-2.320939	3.537915	0.565135	2.980227	1.476648	-0.079968
-2.403561	1.163066	-0.812012	1.019661	1.486287	1.635908
-2.432108	3.505299	0.366448	1.129697	-0.244973	3.607292
-1.492581	1.697815	2.536216	-0.462964	0.518269	4.216684
-2.510681	2.889113	2.005191	-0.654224	0.627610	3.759883
-0.506309	3.538494	1.297872	0.555016	3.027950	3.972288
2.537734	1.988058	0.009160	-3.152544	0.927787	2.716299
4.451748	-1.330796	0.531053	-2.481805	-1.836480	1.478716
4.685331	1.675733	-0.353949	-1.156769	-1.456951	0.706238
6.106582	0.709544	-2.390347	-4.098636	-2.723029	0.154764
1.155901	-0.302662	-0.653640	-2.450408	-5.017115	-1.144905
1.892087	1.572214	-1.765931	-1.329584	-1.316408	-1.834572
-1.162062	-1.782327	-2.000618	1.514435	1.391488	2.390465
-0.500046	-2.509687	-2.082504	2.782446	0.184472	2.873805
-6.901667	-0.519864	-0.394488	2.439351	3.243545	1.198846
-4.925025	-2.108660	-2.512071	2.414747	3.172403	1.424489
-1.539522	-0.444374	-2.957954	0.740434	0.541646	-0.141167
-0.278059	1.461194	-0.496437	-0.961588	1.181672	0.067277
2.735664	1.815342	-2.267521	-1.841421	1.492781	0.694021
2.944545	0.088471	-1.604107	-4.221365	1.217170	-1.481436
5.174384	0.389981	-1.829196	-2.478021	-0.564762	-1.261094
4.213079	2.430171	-0.453287	-3.547989	-1.507916	0.674046
3.907028	-1.896860	-2.940483	-1.487971	-4.181394	2.877884
0.273132	-0.612711	-1.436483	-2.767667	-3.826297	2.541018
-1.565611	-0.485583	-1.003388	-1.320478	-2.682627	-2.145750
-3.643703	0.240423	-4.319800	-3.698704	-2.762785	1.472176
-4.409444	-3.537292	-1.584918	-1.171746	-4.024573	-2.490002
-2.435136	-1.872130	-1.935144	-2.527704	-3.681891	-1.344185
-2.787279	-4.247891	-0.643778	-3.479680	-4.103443	-2.848474
-1.863475	-5.159775	-0.696822	-0.446274	-3.385229	-2.494570
-1.740825	-0.479583	1.252425	-1.441886	-2.600151	-0.955274
1.599970	2.305784	1.102060	1.498683	0.589289	-2.099785
0.540309	3.333926	2.036084	2.546832	2.456291	0.334695
1.759790	0.807142	3.460996	2.810361	4.405151	1.663865
-0.222687	3.189532	0.731294	5.204269	1.591270	0.157026
-1.773424	4.678495	1.502178	3.948756	-0.178956	-0.224225
-4.090422	2.976029	0.881447	3.704621	0.139373	1.574014
-3.100182	1.164236	2.181201	3.203064	0.484954	-1.022760
-4.361006	0.395213	2.948737	0.457084	-0.682914	-0.663647
-3.866993	-1.622441	1.581756	1.742080	-0.681333	-3.054148
-0.474147	-1.081725	2.395456	0.058053	-0.672304	-3.985363
0.308133	-0.033040	1.953537	0.224302	-1.280729	-0.676093
3.979344	3.842312	0.294197	-1.977974	0.161989	-2.176039
2.739187	2.736930	0.967537	0.284526	2.213950	0.614498
2.625759	2.668815	-0.712646	1.898699	2.272252	1.616117
1.270059	0.035264	-0.038952	1.545647	1.792692	3.566218
0.059587	-3.673123	-1.648082	1.649169	2.288470	2.704099
-1.467460	-4.536846	-3.267238	-1.009436	-0.581618	3.030060
-4.020781	-7.822308	-2.755819	-2.251168	-1.155972	3.623301
-3.040079	-3.410208	-2.038526	-3.470127	-3.791894	3.355719
-4.445754	-0.309748	-3.328762	-3.875113	-4.131987	2.356514
-1.958708	-1.355429	-0.809726	-1.138628	-3.409352	0.538586
-0.994742	-2.260052	1.588080	-1.485570	-2.092190	0.319332
-2.700057	-2.290717	2.100155	0.285859	-3.649004	-2.830647
-2.204454	-4.355126	0.160798	-0.288841	-1.510596	-4.374552
-3.552634	-4.636581	-1.554691	-1.829270	-1.388567	-1.769986
-2.530799	-3.449481	-0.637713	-3.273528	-3.078320	-2.176347
-1.275749	-3.304028	-0.759370	-2.894015	-2.821455	-1.784539
-0.891186	-2.817423	-2.470363	-2.167332	-4.313576	-3.706461
-0.763111	-3.925868	-3.096592	-4.619479	-1.589883	0.868484
-3.937824	-0.923563	-2.552058	-1.841756	-0.811279	-0.616003
-3.810928	-0.284910	-2.738863	-3.447263	0.900034	-0.795823
-2.632423	-0.829809	-2.055907	-2.621000	0.773055	-0.583779
-2.091909	-4.127262	-1.922792	-3.511667	0.165182	-1.608471
-2.768190	-4.402670	-3.633717	-3.204965	-0.420388	-0.104601
0.180736	-3.869235	-3.973885	-3.444094	-3.028156	-2.167668
-1.374334	-4.287256	-4.465797	-2.773853	-2.350924	-3.575176
-2.742900	-3.852236	-4.318852	-1.310143	-4.047893	-2.881724
-0.485763	-0.416276	-2.971252	-4.132364	-4.103067	-3.603314
-0.294725	0.419123	-0.620799	-1.454216	-3.404346	-2.851447
-0.190787	3.053460	-0.499293	-0.654198	-2.348132	-1.048525
0.157252	2.070434	1.159166	0.728889	-0.687928	0.174351
0.515689	2.681943	0.984676	0.432945	1.816064	0.753981
-1.197876	-2.288613	3.282435	1.022070	1.136244	1.778462
-2.813445	-2.314337	2.174544	1.462264	-0.121192	2.111994
1.223483	-1.129629	1.730702	3.849128	0.347456	0.263375
3.751905	2.620310	4.382307	4.255861	2.290084	0.052103
4.013122	2.645479	3.787658	4.741164	0.473393	-0.007921
5.652632	2.213575	2.469555	3.441036	1.341678	-1.946301
